53.630.389,9.988.228,52.453.856,-1.748.028
53.630.389,9.988.228,42.552.664,9.483.731
53.630.389,9.988.228,47.436.933,19.255.592
53.630.389,9.988.228,49.012.779,Feb.55
53.630.389,9.988.228,50.865.917,7.142.744
53.630.389,9.988.228,37.466.781,150.664
53.630.389,9.988.228,42.561.353,18.268.244
53.630.389,9.988.228,37.014.425,-7.965.911
53.630.389,9.988.228,41.804.475,12.250.797
53.630.389,9.988.228,487.793,808.048
53.630.389,9.988.228,47.988.758,102.395
53.630.389,9.988.228,46.238.064,610.895
53.630.389,9.988.228,35.339.719,25.180.297
53.630.389,9.988.228,46.642.514,14.337.739
53.630.389,9.988.228,514.775,-0.461389
53.630.389,9.988.228,40.493.556,-3.566.764
53.630.389,9.988.228,53.353.744,-227.495
53.630.389,9.988.228,45.630.606,8.728.111
53.630.389,9.988.228,40.886.033,14.290.781
53.630.389,9.988.228,43.658.411,7.215.872
53.630.389,9.988.228,494.987,11.066.897
53.630.389,9.988.228,40.898.661,9.517.628
53.630.389,9.988.228,60.193.917,11.100.361
53.630.389,9.988.228,3.955.361,2.727.778
53.630.389,9.988.228,50.100.833,14.26
53.630.389,9.988.228,42.572.778,21.035.833
53.630.389,9.988.228,45.216.889,14.570.267
53.630.389,9.988.228,40.898.553,29.309.219
53.630.389,9.988.228,40.519.725,2.297.095
53.630.389,9.988.228,43.538.944,16.297.964
53.630.389,9.988.228,48.689.878,9.221.964
53.630.389,9.988.228,43.629.075,1.363.819
53.630.389,9.988.228,45.505.278,12.351.944
53.630.389,9.988.228,48.110.278,16.569.722
53.630.389,9.988.228,45.395.706,10.888.533
53.630.389,9.988.228,47.464.722,8.549.167
53.878.706,14.152.347,50.865.917,7.142.744
53.878.706,14.152.347,51.518.314,7.612.242
53.878.706,14.152.347,51.289.453,6.766.775
53.878.706,14.152.347,50.026.421,8.543.125
53.878.706,14.152.347,48.689.878,9.221.964
60.317.222,24.963.333,52.559.686,13.287.711
35.339.719,25.180.297,50.865.917,7.142.744
35.339.719,25.180.297,51.289.453,6.766.775
35.339.719,25.180.297,52.461.056,9.685.078
35.339.719,25.180.297,53.630.389,9.988.228
35.339.719,25.180.297,48.689.878,9.221.964
35.339.719,25.180.297,52.559.686,13.287.711
38.872.858,1.373.117,50.865.917,7.142.744
38.872.858,1.373.117,51.289.453,6.766.775
38.872.858,1.373.117,48.689.878,9.221.964
38.872.858,1.373.117,52.559.686,13.287.711
37.435.128,25.348.103,50.865.917,7.142.744
36.399.169,25.479.333,50.865.917,7.142.744
36.793.335,27.091.667,50.865.917,7.142.744
46.642.514,14.337.739,50.865.917,7.142.744
46.642.514,14.337.739,53.630.389,9.988.228
46.642.514,14.337.739,52.559.686,13.287.711
50.077.731,19.784.836,48.689.878,9.221.964
50.474.253,19.080.019,51.289.453,6.766.775
40.913.306,24.619.223,50.865.917,7.142.744
40.913.306,24.619.223,48.689.878,9.221.964
51.432.447,12.241.633,50.865.917,7.142.744
51.432.447,12.241.633,51.289.453,6.766.775
51.432.447,12.241.633,48.689.878,9.221.964
514.775,-0.461389,50.865.917,7.142.744
514.775,-0.461389,53.630.389,9.988.228
514.775,-0.461389,48.689.878,9.221.964
514.775,-0.461389,52.559.686,13.287.711
45.445.103,9.276.739,52.559.686,13.287.711
38.781.311,-9.135.919,50.865.917,7.142.744
38.781.311,-9.135.919,48.689.878,9.221.964
27.931.886,-15.386.586,50.865.917,7.142.744
45.726.387,5.090.833,51.289.453,6.766.775
40.493.556,-3.566.764,51.289.453,6.766.775
40.493.556,-3.566.764,53.630.389,9.988.228
53.353.744,-227.495,50.865.917,7.142.744
53.353.744,-227.495,53.630.389,9.988.228
43.576.194,3.963.014,51.289.453,6.766.775
48.353.783,11.786.086,51.518.314,7.612.242
45.630.606,8.728.111,50.865.917,7.142.744
45.630.606,8.728.111,51.289.453,6.766.775
45.630.606,8.728.111,52.461.056,9.685.078
45.630.606,8.728.111,53.630.389,9.988.228
45.630.606,8.728.111,48.689.878,9.221.964
40.886.033,14.290.781,50.865.917,7.142.744
40.886.033,14.290.781,52.461.056,9.685.078
40.886.033,14.290.781,53.630.389,9.988.228
40.886.033,14.290.781,48.689.878,9.221.964
43.658.411,7.215.872,50.865.917,7.142.744
43.658.411,7.215.872,53.630.389,9.988.228
43.658.411,7.215.872,52.559.686,13.287.711
349.888,-302.821,50.865.917,7.142.744
50.440.558,-4.995.408,51.289.453,6.766.775
494.987,11.066.897,51.289.453,6.766.775
494.987,11.066.897,53.630.389,9.988.228
494.987,11.066.897,52.559.686,13.287.711
40.898.661,9.517.628,50.865.917,7.142.744
40.898.661,9.517.628,51.289.453,6.766.775
40.898.661,9.517.628,53.630.389,9.988.228
40.898.661,9.517.628,48.689.878,9.221.964
60.193.917,11.100.361,53.630.389,9.988.228
3.955.361,2.727.778,50.865.917,7.142.744
3.955.361,2.727.778,51.518.314,7.612.242
3.955.361,2.727.778,51.289.453,6.766.775
3.955.361,2.727.778,52.461.056,9.685.078
3.955.361,2.727.778,53.630.389,9.988.228
3.955.361,2.727.778,48.689.878,9.221.964
3.955.361,2.727.778,52.559.686,13.287.711
38.175.958,13.091.019,50.865.917,7.142.744
52.421.031,16.826.325,51.289.453,6.766.775
50.100.833,14.26,50.865.917,7.142.744
50.100.833,14.26,51.289.453,6.766.775
50.100.833,14.26,53.630.389,9.988.228
42.572.778,21.035.833,51.289.453,6.766.775
42.572.778,21.035.833,52.461.056,9.685.078
42.572.778,21.035.833,53.630.389,9.988.228
42.572.778,21.035.833,48.689.878,9.221.964
42.572.778,21.035.833,52.559.686,13.287.711
43.683.917,1.039.275,50.865.917,7.142.744
44.893.533,13.922.192,50.865.917,7.142.744
31.606.886,-80.363,50.865.917,7.142.744
36.405.419,28.086.192,50.865.917,7.142.744
45.216.889,14.570.267,50.865.917,7.142.744
45.216.889,14.570.267,53.630.389,9.988.228
45.216.889,14.570.267,48.689.878,9.221.964
53.918.167,12.278.333,50.865.917,7.142.744
53.918.167,12.278.333,48.689.878,9.221.964
40.898.553,29.309.219,50.865.917,7.142.744
40.898.553,29.309.219,51.518.314,7.612.242
40.898.553,29.309.219,52.461.056,9.685.078
40.898.553,29.309.219,53.630.389,9.988.228
40.898.553,29.309.219,48.689.878,9.221.964
40.898.553,29.309.219,52.559.686,13.287.711
43.824.583,18.331.467,50.865.917,7.142.744
43.824.583,18.331.467,48.689.878,9.221.964
43.824.583,18.331.467,52.559.686,13.287.711
40.519.725,2.297.095,50.865.917,7.142.744
40.519.725,2.297.095,51.289.453,6.766.775
40.519.725,2.297.095,52.461.056,9.685.078
40.519.725,2.297.095,53.630.389,9.988.228
40.519.725,2.297.095,48.689.878,9.221.964
43.538.944,16.297.964,50.865.917,7.142.744
43.538.944,16.297.964,51.518.314,7.612.242
43.538.944,16.297.964,51.289.453,6.766.775
43.538.944,16.297.964,52.461.056,9.685.078
43.538.944,16.297.964,53.630.389,9.988.228
43.538.944,16.297.964,48.689.878,9.221.964
43.538.944,16.297.964,52.559.686,13.287.711
51.885,0.235,50.865.917,7.142.744
51.885,0.235,52.461.056,9.685.078
51.885,0.235,48.689.878,9.221.964
48.689.878,9.221.964,366.749,-4.499.106
48.689.878,9.221.964,37.936.358,23.944.467
48.689.878,9.221.964,41.297.078,2.078.464
48.689.878,9.221.964,40.657.633,17.947.033
48.689.878,9.221.964,44.818.444,20.309.139
48.689.878,9.221.964,42.552.664,9.483.731
48.689.878,9.221.964,43.301.097,-2.910.608
48.689.878,9.221.964,530.475,8.786.667
48.689.878,9.221.964,41.138.856,16.760.594
48.689.878,9.221.964,50.901.389,4.484.444
48.689.878,9.221.964,47.436.933,19.255.592
48.689.878,9.221.964,39.251.469,9.054.283
48.689.878,9.221.964,39.601.944,19.911.667
48.689.878,9.221.964,37.466.781,150.664
48.689.878,9.221.964,42.561.353,18.268.244
48.689.878,9.221.964,51.132.767,13.767.161
48.689.878,9.221.964,37.014.425,-7.965.911
48.689.878,9.221.964,41.804.475,12.250.797
48.689.878,9.221.964,52.461.056,9.685.078
48.689.878,9.221.964,53.630.389,9.988.228
48.689.878,9.221.964,53.878.706,14.152.347
48.689.878,9.221.964,35.339.719,25.180.297
48.689.878,9.221.964,38.872.858,1.373.117
48.689.878,9.221.964,50.077.731,19.784.836
48.689.878,9.221.964,40.913.306,24.619.223
48.689.878,9.221.964,51.432.447,12.241.633
48.689.878,9.221.964,514.775,-0.461389
48.689.878,9.221.964,38.781.311,-9.135.919
48.689.878,9.221.964,45.630.606,8.728.111
48.689.878,9.221.964,40.886.033,14.290.781
48.689.878,9.221.964,40.898.661,9.517.628
48.689.878,9.221.964,3.955.361,2.727.778
48.689.878,9.221.964,42.572.778,21.035.833
48.689.878,9.221.964,45.216.889,14.570.267
48.689.878,9.221.964,53.918.167,12.278.333
48.689.878,9.221.964,40.898.553,29.309.219
48.689.878,9.221.964,43.824.583,18.331.467
48.689.878,9.221.964,40.519.725,2.297.095
48.689.878,9.221.964,43.538.944,16.297.964
48.689.878,9.221.964,51.885,0.235
48.689.878,9.221.964,38.905.394,16.242.269
48.689.878,9.221.964,52.559.686,13.287.711
48.689.878,9.221.964,48.110.278,16.569.722
48.689.878,9.221.964,44.108.269,15.346.697
48.689.878,9.221.964,45.742.931,16.068.778
38.905.394,16.242.269,50.865.917,7.142.744
38.905.394,16.242.269,51.289.453,6.766.775
38.905.394,16.242.269,52.461.056,9.685.078
38.905.394,16.242.269,48.689.878,9.221.964
47.793.304,13.004.333,50.865.917,7.142.744
43.629.075,1.363.819,53.630.389,9.988.228
32.011.389,34.886.667,50.865.917,7.142.744
45.200.761,7.649.631,51.289.453,6.766.775
36.851.033,10.227.217,50.865.917,7.142.744
52.559.686,13.287.711,366.749,-4.499.106
52.559.686,13.287.711,43.616.389,13.362.222
52.559.686,13.287.711,52.453.856,-1.748.028
52.559.686,13.287.711,42.552.664,9.483.731
52.559.686,13.287.711,44.535.444,11.288.667
52.559.686,13.287.711,50.865.917,7.142.744
52.559.686,13.287.711,37.466.781,150.664
52.559.686,13.287.711,42.561.353,18.268.244
52.559.686,13.287.711,41.804.475,12.250.797
52.559.686,13.287.711,47.988.758,102.395
52.559.686,13.287.711,60.317.222,24.963.333
52.559.686,13.287.711,35.339.719,25.180.297
52.559.686,13.287.711,38.872.858,1.373.117
52.559.686,13.287.711,46.642.514,14.337.739
52.559.686,13.287.711,514.775,-0.461389
52.559.686,13.287.711,45.445.103,9.276.739
52.559.686,13.287.711,43.658.411,7.215.872
52.559.686,13.287.711,494.987,11.066.897
52.559.686,13.287.711,3.955.361,2.727.778
52.559.686,13.287.711,42.572.778,21.035.833
52.559.686,13.287.711,40.898.553,29.309.219
52.559.686,13.287.711,43.824.583,18.331.467
52.559.686,13.287.711,43.538.944,16.297.964
52.559.686,13.287.711,48.689.878,9.221.964
52.559.686,13.287.711,48.110.278,16.569.722
52.559.686,13.287.711,45.395.706,10.888.533
52.559.686,13.287.711,44.108.269,15.346.697
45.505.278,12.351.944,50.865.917,7.142.744
45.505.278,12.351.944,51.289.453,6.766.775
45.505.278,12.351.944,52.461.056,9.685.078
45.505.278,12.351.944,53.630.389,9.988.228
48.110.278,16.569.722,50.865.917,7.142.744
48.110.278,16.569.722,52.461.056,9.685.078
48.110.278,16.569.722,53.630.389,9.988.228
48.110.278,16.569.722,48.689.878,9.221.964
48.110.278,16.569.722,52.559.686,13.287.711
45.395.706,10.888.533,50.865.917,7.142.744
45.395.706,10.888.533,53.630.389,9.988.228
45.395.706,10.888.533,52.559.686,13.287.711
5.216.575,20.967.122,50.865.917,7.142.744
5.216.575,20.967.122,51.289.453,6.766.775
51.102.683,16.885.836,51.289.453,6.766.775
36.744.622,-6.060.111,50.865.917,7.142.744
44.108.269,15.346.697,50.865.917,7.142.744
44.108.269,15.346.697,51.289.453,6.766.775
44.108.269,15.346.697,48.689.878,9.221.964
44.108.269,15.346.697,52.559.686,13.287.711
45.742.931,16.068.778,50.865.917,7.142.744
45.742.931,16.068.778,48.689.878,9.221.964
47.464.722,8.549.167,50.865.917,7.142.744
47.464.722,8.549.167,53.630.389,9.988.228
681.336,-151.743,64.815.114,-147.856.267
66.913.944,-151.529.056,681.336,-151.743
66.913.944,-151.529.056,67.251.389,-150.176.111
65.573.889,-144.780.833,65.827.778,-144.076.111
66.645,-143.74,64.815.114,-147.856.267
66.645,-143.74,66.571.492,-145.250.417
67.251.389,-150.176.111,681.336,-151.743
64.815.114,-147.856.267,66.913.944,-151.529.056
64.815.114,-147.856.267,65.573.889,-144.780.833
64.815.114,-147.856.267,66.645,-143.74
64.815.114,-147.856.267,66.571.492,-145.250.417
64.815.114,-147.856.267,649.975,-150.644.167
64.815.114,-147.856.267,65.507.778,-150.140.833
64.815.114,-147.856.267,65.179.556,-152.075.833
64.815.114,-147.856.267,66.362.222,-147.406.667
66.571.492,-145.250.417,66.645,-143.74
66.571.492,-145.250.417,64.815.114,-147.856.267
65.827.778,-144.076.111,64.815.114,-147.856.267
649.975,-150.644.167,65.143.611,-149.37
65.143.611,-149.37,64.815.114,-147.856.267
65.507.778,-150.140.833,64.815.114,-147.856.267
65.179.556,-152.075.833,64.815.114,-147.856.267
66.362.222,-147.406.667,64.815.114,-147.856.267
60.902.778,-161.230.556,61.096.944,-160.969.444
3.031.666,-977.666,60.873.333,-162.524.444
60.779.778,-161.838,3.031.666,-977.666
60.779.778,-161.838,60.213.611,-162.043.889
60.779.778,-161.838,591.175,-1.615.775
60.779.778,-161.838,59.933.056,-164.030.556
60.779.778,-161.838,59.755,-161.845.278
60.779.778,-161.838,60.790.278,-161.443.611
60.779.778,-161.838,618.646.418,-162.026.111
60.779.778,-161.838,60.471.111,-164.700.833
60.779.778,-161.838,60.335.278,-162.666.944
60.149.167,-164.285.556,60.779.778,-161.838
60.213.611,-162.043.889,60.779.778,-161.838
60.213.611,-162.043.889,59.755,-161.845.278
591.175,-1.615.775,59.011.356,-161.819.664
59.960.833,-162.881.111,59.876.389,-163.168.611
59.933.056,-164.030.556,60.149.167,-164.285.556
60.873.333,-162.524.444,60.905.833,-162.439.167
59.876.389,-163.168.611,60.779.778,-161.838
59.755,-161.845.278,60.779.778,-161.838
59.755,-161.845.278,60.213.611,-162.043.889
618.646.418,-162.026.111,61.934.444,-162.899.444
60.471.111,-164.700.833,60.541.389,-165.087.222
60.905.833,-162.439.167,60.779.778,-161.838
60.541.389,-165.087.222,60.575.556,-165.271.667
61.934.444,-162.899.444,60.779.778,-161.838
59.011.356,-161.819.664,60.779.778,-161.838
61.096.944,-160.969.444,60.779.778,-161.838
60.575.556,-165.271.667,60.939.167,-164.641.111
60.335.278,-162.666.944,59.960.833,-162.881.111
60.939.167,-164.641.111,60.779.778,-161.838
9.340.853,-82.250.842,9.993.861,-84.208.806
871.889,-836.417,9.993.861,-84.208.806
10.478,-846.345,9.443.164,-84.129.772
8.653.775,-83.180.544,853.333,-83.3
10.593.289,-85.544.408,9.993.861,-84.208.806
10.593.289,-85.544.408,9.957.053,-84.139.797
10.593.289,-85.544.408,103.557,-85.852.892
12.141.494,-86.168.178,9.993.861,-84.208.806
997.649,-85.653,973.852,-850.138
853.333,-83.3,9.993.861,-84.208.806
8.951.025,-83.468.583,9.993.861,-84.208.806
9.993.861,-84.208.806,9.340.853,-82.250.842
9.993.861,-84.208.806,871.889,-836.417
9.993.861,-84.208.806,10.478,-846.345
9.993.861,-84.208.806,8.653.775,-83.180.544
9.993.861,-84.208.806,12.141.494,-86.168.178
9.993.861,-84.208.806,997.649,-85.653
9.993.861,-84.208.806,853.333,-83.3
9.993.861,-84.208.806,973.852,-850.138
9.993.861,-84.208.806,103.557,-85.852.892
9.993.861,-84.208.806,10.569,-835.148
9.993.861,-84.208.806,9.443.164,-84.129.772
9.957.053,-84.139.797,10.593.289,-85.544.408
973.852,-850.138,9.993.861,-84.208.806
103.557,-85.852.892,10.593.289,-85.544.408
103.557,-85.852.892,9.993.861,-84.208.806
10.569,-835.148,9.993.861,-84.208.806
9.443.164,-84.129.772,8.951.025,-83.468.583
9.443.164,-84.129.772,9.993.861,-84.208.806
5.605.186,-0.166786,671.456,-159.082
671.456,-159.082,5.605.186,-0.166786
0.404458,35.238.928,3.121.967,35.608.692
0.404458,35.238.928,-1.319.167,369.275
4.872.006,31.601.117,-1.319.167,369.275
-0.086139,34.728.892,0.404458,35.238.928
-0.086139,34.728.892,-1.319.167,369.275
-2.252.417,40.913.097,-322.931,401.017
3.121.967,35.608.692,0.404458,35.238.928
-4.034.833,3.959.425,-1.319.167,369.275
-4.034.833,3.959.425,-6.222.025,39.224.886
-322.931,401.017,-2.252.417,40.913.097
-322.931,401.017,-1.319.167,369.275
-1.319.167,369.275,0.404458,35.238.928
-1.319.167,369.275,4.872.006,31.601.117
-1.319.167,369.275,-0.086139,34.728.892
-1.319.167,369.275,3.121.967,35.608.692
-1.319.167,369.275,-4.034.833,3.959.425
-1.319.167,369.275,-322.931,401.017
-6.222.025,39.224.886,-4.034.833,3.959.425
10.642.511,122.929.617,10.307.542,123.979.439
10.642.511,122.929.617,8.415.619,124.611.219
10.642.511,122.929.617,7.125.522,125.645.778
10.642.511,122.929.617,14.508.647,121.019.581
5.937.208,116.051.181,14.508.647,121.019.581
13.681.108,100.747.283,14.508.647,121.019.581
49.442,114.928.353,14.508.647,121.019.581
8.951.322,125.477.972,10.307.542,123.979.439
8.951.322,125.477.972,14.508.647,121.019.581
23.392.436,113.298.786,14.508.647,121.019.581
7.165.242,124.209.619,14.508.647,121.019.581
10.307.542,123.979.439,10.642.511,122.929.617
10.307.542,123.979.439,8.951.322,125.477.972
10.307.542,123.979.439,925.352,124.707
10.307.542,123.979.439,8.415.619,124.611.219
10.307.542,123.979.439,15.185.833,120.560.278
10.307.542,123.979.439,9.333.714,123.300.472
10.307.542,123.979.439,8.601.261,123.334.481
10.307.542,123.979.439,7.125.522,125.645.778
10.307.542,123.979.439,6.106.439,1.252.353
10.307.542,123.979.439,22.308.919,113.914.603
10.307.542,123.979.439,37.469.075,126.450.517
10.307.542,123.979.439,10.713.044,122.545.297
10.307.542,123.979.439,11.679.431,122.376.294
10.307.542,123.979.439,13.157.064,123.746.247
10.307.542,123.979.439,14.508.647,121.019.581
10.307.542,123.979.439,119.214.999,121.953
10.307.542,123.979.439,8.178.508,123.841.731
10.307.542,123.979.439,7.827.197,123.458.294
10.307.542,123.979.439,9.742.119,118.758.731
10.307.542,123.979.439,35.179.528,128.938.222
10.307.542,123.979.439,1.350.189,103.994.433
10.307.542,123.979.439,9.757.567,125.479.328
10.307.542,123.979.439,11.227.628,125.027.758
10.307.542,123.979.439,12.121.458,120.100.031
10.307.542,123.979.439,6.922.419,122.059.633
-6.125.567,106.655.897,14.508.647,121.019.581
925.352,124.707,10.307.542,123.979.439
8.415.619,124.611.219,10.642.511,122.929.617
8.415.619,124.611.219,10.307.542,123.979.439
8.415.619,124.611.219,7.125.522,125.645.778
8.415.619,124.611.219,10.713.044,122.545.297
8.415.619,124.611.219,14.508.647,121.019.581
15.185.833,120.560.278,10.307.542,123.979.439
15.185.833,120.560.278,22.308.919,113.914.603
15.185.833,120.560.278,22.149.556,113.591.558
15.185.833,120.560.278,1.350.189,103.994.433
16.929.861,121.753.036,14.508.647,121.019.581
9.333.714,123.300.472,10.307.542,123.979.439
9.333.714,123.300.472,14.508.647,121.019.581
8.601.261,123.334.481,10.307.542,123.979.439
8.601.261,123.334.481,7.125.522,125.645.778
8.601.261,123.334.481,14.508.647,121.019.581
-8.748.169,115.167.172,14.508.647,121.019.581
7.125.522,125.645.778,10.642.511,122.929.617
7.125.522,125.645.778,10.307.542,123.979.439
7.125.522,125.645.778,8.415.619,124.611.219
7.125.522,125.645.778,8.601.261,123.334.481
7.125.522,125.645.778,10.713.044,122.545.297
7.125.522,125.645.778,14.508.647,121.019.581
7.125.522,125.645.778,9.742.119,118.758.731
7.125.522,125.645.778,6.922.419,122.059.633
25.252.778,55.364.444,14.508.647,121.019.581
6.106.439,1.252.353,10.307.542,123.979.439
6.106.439,1.252.353,10.713.044,122.545.297
6.106.439,1.252.353,14.508.647,121.019.581
21.221.192,105.807.178,14.508.647,121.019.581
22.308.919,113.914.603,10.307.542,123.979.439
22.308.919,113.914.603,15.185.833,120.560.278
22.308.919,113.914.603,10.713.044,122.545.297
22.308.919,113.914.603,14.508.647,121.019.581
81.132,98.316.872,14.508.647,121.019.581
37.469.075,126.450.517,10.307.542,123.979.439
37.469.075,126.450.517,11.679.431,122.376.294
37.469.075,126.450.517,14.508.647,121.019.581
10.713.044,122.545.297,10.307.542,123.979.439
10.713.044,122.545.297,8.415.619,124.611.219
10.713.044,122.545.297,7.125.522,125.645.778
10.713.044,122.545.297,6.106.439,1.252.353
10.713.044,122.545.297,22.308.919,113.914.603
10.713.044,122.545.297,14.508.647,121.019.581
10.713.044,122.545.297,9.742.119,118.758.731
10.713.044,122.545.297,1.350.189,103.994.433
344.347.222,135.244.167,14.508.647,121.019.581
11.679.431,122.376.294,10.307.542,123.979.439
11.679.431,122.376.294,37.469.075,126.450.517
11.679.431,122.376.294,14.508.647,121.019.581
2.745.578,101.709.917,14.508.647,121.019.581
18.178.092,120.531.522,14.508.647,121.019.581
13.157.064,123.746.247,10.307.542,123.979.439
13.157.064,123.746.247,14.508.647,121.019.581
22.149.556,113.591.558,15.185.833,120.560.278
22.149.556,113.591.558,14.508.647,121.019.581
14.508.647,121.019.581,10.642.511,122.929.617
14.508.647,121.019.581,5.937.208,116.051.181
14.508.647,121.019.581,13.681.108,100.747.283
14.508.647,121.019.581,49.442,114.928.353
14.508.647,121.019.581,8.951.322,125.477.972
14.508.647,121.019.581,23.392.436,113.298.786
14.508.647,121.019.581,7.165.242,124.209.619
14.508.647,121.019.581,10.307.542,123.979.439
14.508.647,121.019.581,-6.125.567,106.655.897
14.508.647,121.019.581,8.415.619,124.611.219
14.508.647,121.019.581,16.929.861,121.753.036
14.508.647,121.019.581,9.333.714,123.300.472
14.508.647,121.019.581,8.601.261,123.334.481
14.508.647,121.019.581,-8.748.169,115.167.172
14.508.647,121.019.581,7.125.522,125.645.778
14.508.647,121.019.581,25.252.778,55.364.444
14.508.647,121.019.581,6.106.439,1.252.353
14.508.647,121.019.581,21.221.192,105.807.178
14.508.647,121.019.581,22.308.919,113.914.603
14.508.647,121.019.581,81.132,98.316.872
14.508.647,121.019.581,37.469.075,126.450.517
14.508.647,121.019.581,10.713.044,122.545.297
14.508.647,121.019.581,344.347.222,135.244.167
14.508.647,121.019.581,11.679.431,122.376.294
14.508.647,121.019.581,2.745.578,101.709.917
14.508.647,121.019.581,18.178.092,120.531.522
14.508.647,121.019.581,13.157.064,123.746.247
14.508.647,121.019.581,22.149.556,113.591.558
14.508.647,121.019.581,119.214.999,121.953
14.508.647,121.019.581,34.858.414,136.805.408
14.508.647,121.019.581,35.764.722,140.386.389
14.508.647,121.019.581,8.178.508,123.841.731
14.508.647,121.019.581,7.827.197,123.458.294
14.508.647,121.019.581,40.080.111,116.584.556
14.508.647,121.019.581,9.742.119,118.758.731
14.508.647,121.019.581,35.179.528,128.938.222
14.508.647,121.019.581,31.143.378,121.805.214
14.508.647,121.019.581,13.410.666,10.381.284
14.508.647,121.019.581,11.597.669,122.751.669
14.508.647,121.019.581,10.818.797,106.651.856
14.508.647,121.019.581,1.350.189,103.994.433
14.508.647,121.019.581,10.766.044,121.933.439
14.508.647,121.019.581,11.227.628,125.027.758
14.508.647,121.019.581,966.408.056,123.853.247
14.508.647,121.019.581,25.077.731,121.232.822
14.508.647,121.019.581,17.638.311,121.730.614
14.508.647,121.019.581,12.121.458,120.100.031
14.508.647,121.019.581,13.576.439,124.205.672
14.508.647,121.019.581,13.584.886,123.270.239
14.508.647,121.019.581,24.544.036,118.127.739
14.508.647,121.019.581,6.922.419,122.059.633
119.214.999,121.953,10.307.542,123.979.439
119.214.999,121.953,14.508.647,121.019.581
34.858.414,136.805.408,14.508.647,121.019.581
35.764.722,140.386.389,14.508.647,121.019.581
8.178.508,123.841.731,10.307.542,123.979.439
8.178.508,123.841.731,14.508.647,121.019.581
7.827.197,123.458.294,10.307.542,123.979.439
7.827.197,123.458.294,14.508.647,121.019.581
40.080.111,116.584.556,14.508.647,121.019.581
9.742.119,118.758.731,10.307.542,123.979.439
9.742.119,118.758.731,7.125.522,125.645.778
9.742.119,118.758.731,10.713.044,122.545.297
9.742.119,118.758.731,14.508.647,121.019.581
35.179.528,128.938.222,10.307.542,123.979.439
35.179.528,128.938.222,14.508.647,121.019.581
31.143.378,121.805.214,14.508.647,121.019.581
13.410.666,10.381.284,14.508.647,121.019.581
11.597.669,122.751.669,14.508.647,121.019.581
10.818.797,106.651.856,14.508.647,121.019.581
1.350.189,103.994.433,10.307.542,123.979.439
1.350.189,103.994.433,15.185.833,120.560.278
1.350.189,103.994.433,10.713.044,122.545.297
1.350.189,103.994.433,14.508.647,121.019.581
10.766.044,121.933.439,14.508.647,121.019.581
9.757.567,125.479.328,10.307.542,123.979.439
11.227.628,125.027.758,10.307.542,123.979.439
11.227.628,125.027.758,14.508.647,121.019.581
966.408.056,123.853.247,14.508.647,121.019.581
25.077.731,121.232.822,14.508.647,121.019.581
17.638.311,121.730.614,14.508.647,121.019.581
12.121.458,120.100.031,10.307.542,123.979.439
12.121.458,120.100.031,14.508.647,121.019.581
13.576.439,124.205.672,14.508.647,121.019.581
13.584.886,123.270.239,14.508.647,121.019.581
24.544.036,118.127.739,14.508.647,121.019.581
6.922.419,122.059.633,10.307.542,123.979.439
6.922.419,122.059.633,7.125.522,125.645.778
6.922.419,122.059.633,14.508.647,121.019.581
17.136.749,-61.792.667,17.205.678,-62.589.869
17.205.678,-62.589.869,17.136.749,-61.792.667
64.360.281,40.430.167,65.03,357.333
64.360.281,40.430.167,59.800.292,30.262.503
64.360.281,40.430.167,68.781.672,32.750.822
64.360.281,40.430.167,67.380.537,53.051.016
64.360.281,40.430.167,55.972.642,37.414.589
64.360.281,40.430.167,6.600.077,57.221.113
65.03,357.333,64.360.281,40.430.167
59.800.292,30.262.503,64.360.281,40.430.167
59.800.292,30.262.503,68.781.672,32.750.822
59.800.292,30.262.503,6.164.705,5.084.505
68.781.672,32.750.822,64.360.281,40.430.167
68.781.672,32.750.822,59.800.292,30.262.503
68.781.672,32.750.822,55.972.642,37.414.589
68.781.672,32.750.822,69.683.333,18.918.919
67.380.537,53.051.016,64.360.281,40.430.167
6.164.705,5.084.505,59.800.292,30.262.503
6.164.705,5.084.505,55.972.642,37.414.589
55.972.642,37.414.589,64.360.281,40.430.167
55.972.642,37.414.589,68.781.672,32.750.822
55.972.642,37.414.589,6.164.705,5.084.505
69.683.333,18.918.919,68.781.672,32.750.822
6.600.077,57.221.113,64.360.281,40.430.167
-23.444.478,-704.451,-20.535.222,-70.181.275
-3.677.265,-73.063.106,-33.392.975,-70.785.803
-20.535.222,-70.181.275,-33.392.975,-70.785.803
-33.392.975,-70.785.803,-23.444.478,-704.451
-34.559.175,-58.415.606,-34.838.417,-56.030.806
-34.559.175,-58.415.606,-34.855.139,-55.094.278
-2.523.985,-57.519.133,-34.838.417,-56.030.806
-25.528.475,-49.175.775,-34.838.417,-56.030.806
-34.822.222,-58.535.833,-34.838.417,-56.030.806
-22.808.903,-43.243.647,-34.838.417,-56.030.806
-23.432.075,-46.469.511,-34.838.417,-56.030.806
-34.838.417,-56.030.806,-34.559.175,-58.415.606
-34.838.417,-56.030.806,-2.523.985,-57.519.133
-34.838.417,-56.030.806,-25.528.475,-49.175.775
-34.838.417,-56.030.806,-34.822.222,-58.535.833
-34.838.417,-56.030.806,-22.808.903,-43.243.647
-34.838.417,-56.030.806,-23.432.075,-46.469.511
-34.838.417,-56.030.806,-29.994.428,-51.171.428
